animal_id,name,datetime,monthyear,date_of_birth,outcome_type,animal_type,sex_upon_outcome,age_upon_outcome,breed,color,outcome_subtype
A844765,80 G,2021-10-20T15:14:00.000,2021-10-20T15:14:00.000,2021-10-20T00:00:00.000,Transfer,Cat,Intact Female,0 years,Domestic Shorthair,White,Partner
A842995,*Sombrero,2021-10-20T15:14:00.000,2021-10-20T15:14:00.000,2021-08-08T00:00:00.000,Adoption,Dog,Spayed Female,2 months,Dachshund Mix,Blue Merle/Tan,Foster
A844756,A844756,2021-10-20T15:14:00.000,2021-10-20T15:14:00.000,2021-10-12T00:00:00.000,Transfer,Cat,Intact Male,1 weeks,Domestic Medium Hair,Black,Partner
A844764,89 G,2021-10-20T15:13:00.000,2021-10-20T15:13:00.000,2021-10-20T00:00:00.000,Transfer,Cat,Intact Male,0 years,Domestic Shorthair,White,Partner
A844763,82 G,2021-10-20T15:13:00.000,2021-10-20T15:13:00.000,2021-10-20T00:00:00.000,Transfer,Cat,Intact Female,0 years,Domestic Shorthair,Blue Tabby,Partner
A844762,96 G,2021-10-20T15:13:00.000,2021-10-20T15:13:00.000,2021-10-20T00:00:00.000,Transfer,Cat,Intact Male,0 years,Domestic Shorthair,Blue Tabby,Partner
A844779,Max,2021-10-20T14:58:00.000,2021-10-20T14:58:00.000,2009-10-20T00:00:00.000,Return to Owner,Dog,Intact Male,12 years,Miniature Schnauzer/Miniature Poodle,Black,
A843184,*Bebe,2021-10-20T14:47:00.000,2021-10-20T14:47:00.000,2019-09-27T00:00:00.000,Adoption,Cat,Spayed Female,2 years,Domestic Shorthair,Calico,
A842368,A842368,2021-10-20T14:46:00.000,2021-10-20T14:46:00.000,2020-09-14T00:00:00.000,Transfer,Cat,Spayed Female,1 year,Domestic Shorthair,Cream Tabby,Partner
A806884,Oso,2021-10-20T14:42:00.000,2021-10-20T14:42:00.000,2016-10-17T00:00:00.000,Adoption,Dog,Neutered Male,5 years,Chinese Sharpei Mix,Black,
A772931,Angel,2021-10-20T12:45:00.000,2021-10-20T12:45:00.000,2016-11-25T00:00:00.000,Rto-Adopt,Dog,Spayed Female,4 years,Chihuahua Shorthair,Tan/White,
A844626,Jules,2021-10-20T11:57:00.000,2021-10-20T11:57:00.000,2003-10-20T00:00:00.000,Return to Owner,Dog,Spayed Female,18 years,Rat Terrier Mix,White/Brown,
A844190,Kalaso,2021-10-20T11:44:00.000,2021-10-20T11:44:00.000,2014-04-13T00:00:00.000,Adoption,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Brown/White,
A844628,Kyoko,2021-10-20T11:06:00.000,2021-10-20T11:06:00.000,2020-11-18T00:00:00.000,Transfer,Other,Intact Female,11 months,Rat,Brown,Partner
A844627,Chiaki,2021-10-20T11:05:00.000,2021-10-20T11:05:00.000,2020-11-18T00:00:00.000,Transfer,Other,Intact Female,11 months,Rat,White/Black,Partner
A844760,,2021-10-20T09:54:00.000,2021-10-20T09:54:00.000,2019-10-20T00:00:00.000,Euthanasia,Other,Unknown,NULL,Bat,Black,Rabies Risk
A844101,Dot,2021-10-19T19:00:00.000,2021-10-19T19:00:00.000,2019-10-12T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Pit Bull,White/Black,
A844417,A844417,2021-10-19T18:45:00.000,2021-10-19T18:45:00.000,2021-07-31T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black Smoke,
A844429,Maya,2021-10-19T18:38:00.000,2021-10-19T18:38:00.000,2020-10-15T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Blue Lacy Mix,Blue,
A844094,Krypto,2021-10-19T18:27:00.000,2021-10-19T18:27:00.000,2021-08-27T00:00:00.000,Adoption,Dog,Neutered Male,1 month,Labrador Retriever Mix,Brown/Black,
A844396,Lola,2021-10-19T18:18:00.000,2021-10-19T18:18:00.000,2020-11-15T00:00:00.000,Adoption,Dog,Spayed Female,11 months,Labrador Retriever Mix,Black/White,
A844414,Grizzly,2021-10-19T18:04:00.000,2021-10-19T18:04:00.000,2020-08-15T00:00:00.000,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black Tabby,
A843930,*Keith,2021-10-19T17:58:00.000,2021-10-19T17:58:00.000,2019-10-08T00:00:00.000,Adoption,Dog,Neutered Male,2 years,German Shepherd,White,
A839569,*Echo,2021-10-19T17:58:00.000,2021-10-19T17:58:00.000,2021-05-23T00:00:00.000,Adoption,Dog,Spayed Female,4 months,Labrador Retriever Mix,Black/White,
A838953,Gypsy,2021-10-19T17:49:00.000,2021-10-19T17:49:00.000,2017-07-14T00:00:00.000,Adoption,Dog,Spayed Female,4 years,German Shepherd Mix,Tan,
A844362,A844362,2021-10-19T17:41:00.000,2021-10-19T17:41:00.000,2021-07-15T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Medium Hair,Black,
A840853,A840853,2021-10-19T17:36:00.000,2021-10-19T17:36:00.000,2021-06-08T00:00:00.000,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby,
A844419,A844419,2021-10-19T17:33:00.000,2021-10-19T17:33:00.000,2021-07-31T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Black,
A844418,A844418,2021-10-19T17:33:00.000,2021-10-19T17:33:00.000,2021-07-31T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Gray Tabby,
A844090,A844090,2021-10-19T17:17:00.000,2021-10-19T17:17:00.000,2021-08-27T00:00:00.000,Adoption,Dog,Spayed Female,1 month,Labrador Retriever Mix,Tricolor,
A844616,Bunnito,2021-10-19T17:16:00.000,2021-10-19T17:16:00.000,2021-04-18T00:00:00.000,Adoption,Other,Neutered Male,6 months,Rabbit Sh,White/Black,
A844366,Miss Kitty,2021-10-19T17:05:00.000,2021-10-19T17:05:00.000,2020-10-15T00:00:00.000,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair,Torbie,
A844381,,2021-10-19T16:53:00.000,2021-10-19T16:53:00.000,2021-08-15T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby,
A843842,*Denali,2021-10-19T16:43:00.000,2021-10-19T16:43:00.000,2019-10-07T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Siberian Husky,Gray/Black,
A843604,,2021-10-19T16:32:00.000,2021-10-19T16:32:00.000,2021-07-20T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby/White,
A844308,Joey,2021-10-19T16:32:00.000,2021-10-19T16:32:00.000,2020-05-14T00:00:00.000,Rto-Adopt,Dog,Neutered Male,1 year,Labrador Retriever,White/Tan,
A838957,Stormy,2021-10-19T16:31:00.000,2021-10-19T16:31:00.000,2020-01-14T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,White/Tan,
A837860,Ollie,2021-10-19T16:17:00.000,2021-10-19T16:17:00.000,2020-06-29T00:00:00.000,Adoption,Dog,Neutered Male,1 year,German Shepherd,Black/Brown,
A836927,Artemis,2021-10-19T16:13:00.000,2021-10-19T16:13:00.000,2019-06-15T00:00:00.000,Adoption,Dog,Spayed Female,2 years,German Shepherd,White,
A844226,Elvis,2021-10-19T16:13:00.000,2021-10-19T16:13:00.000,2021-07-29T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Catahoula Mix,Brown/White,
A840857,*Liv,2021-10-19T16:06:00.000,2021-10-19T16:06:00.000,2021-07-23T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair,Cream Tabby,Foster
A844066,Oso,2021-10-19T15:47:00.000,2021-10-19T15:47:00.000,2020-04-11T00:00:00.000,Return to Owner,Dog,Intact Male,1 year,German Shepherd,White,Field
A844714,A844714,2021-10-19T15:15:00.000,2021-10-19T15:15:00.000,2019-10-19T00:00:00.000,Transfer,Other,Intact Male,2 years,Rabbit Sh Mix,Black/White,Partner
A842017,*Linguine,2021-10-19T14:51:00.000,2021-10-19T14:51:00.000,2021-08-02T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair,Black,Foster
A842020,*Ravioli,2021-10-19T14:39:00.000,2021-10-19T14:39:00.000,2021-08-02T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair,Blue/White,Foster
A842021,*Orzo,2021-10-19T14:37:00.000,2021-10-19T14:37:00.000,2021-08-02T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White,Foster
A844636,A844636,2021-10-19T13:53:00.000,2021-10-19T13:53:00.000,2021-10-03T00:00:00.000,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby,Partner
A844635,A844635,2021-10-19T13:52:00.000,2021-10-19T13:52:00.000,2021-10-03T00:00:00.000,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black,Partner
A842992,*Beret,2021-10-19T13:46:00.000,2021-10-19T13:46:00.000,2021-08-08T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Dachshund Mix,Brown/Tan,Foster
A842400,*Barbie,2021-10-19T13:44:00.000,2021-10-19T13:44:00.000,2021-08-06T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair,Black,Foster
A843758,Cinnamon,2021-10-19T13:39:00.000,2021-10-19T13:39:00.000,2019-10-06T00:00:00.000,Rto-Adopt,Dog,Spayed Female,2 years,Australian Kelpie/German Shepherd,Brown/White,
A841183,*Chickpea,2021-10-19T13:34:00.000,2021-10-19T13:34:00.000,2021-07-20T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair,Tortie,Foster
A842462,*Amethyst,2021-10-19T13:27:00.000,2021-10-19T13:27:00.000,2021-08-05T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,Foster
A717880,Cookie,2021-10-19T13:23:00.000,2021-10-19T13:23:00.000,2014-12-16T00:00:00.000,Adoption,Dog,Spayed Female,6 years,Australian Cattle Dog Mix,Tricolor,Foster
A844247,*Lugosi,2021-10-19T13:17:00.000,2021-10-19T13:17:00.000,2021-09-14T00:00:00.000,Transfer,Cat,Intact Male,5 weeks,Domestic Shorthair,Black,Partner
A844679,227 G,2021-10-19T13:16:00.000,2021-10-19T13:16:00.000,2021-10-01T00:00:00.000,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair,Brown Tabby,Partner
A844680,151 G,2021-10-19T13:16:00.000,2021-10-19T13:16:00.000,2021-10-01T00:00:00.000,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair,Brown Tabby/White,Partner
A838101,Mary,2021-10-19T12:44:00.000,2021-10-19T12:44:00.000,2011-07-02T00:00:00.000,Adoption,Dog,Spayed Female,10 years,Australian Kelpie Mix,Red,Foster
A844646,Negro,2021-10-19T12:18:00.000,2021-10-19T12:18:00.000,2018-10-19T00:00:00.000,Return to Owner,Dog,Intact Male,3 years,Great Dane,Black/White,
A841346,Loki,2021-10-19T11:45:00.000,2021-10-19T11:45:00.000,2021-08-23T00:00:00.000,Adoption,Dog,Neutered Male,1 month,German Shepherd/Labrador Retriever,Black/Brown,
A843971,*Otter,2021-10-19T11:20:00.000,2021-10-19T11:20:00.000,2021-02-09T00:00:00.000,Transfer,Dog,Intact Male,8 months,Miniature Schnauzer,Black,Partner
A842924,*Zsa Zsa,2021-10-19T00:00:00.000,2021-10-19T00:00:00.000,2020-09-23T00:00:00.000,Transfer,Cat,Intact Female,1 year,Domestic Shorthair,Black,Snr
A844233,A844233,2021-10-19T00:00:00.000,2021-10-19T00:00:00.000,2019-10-13T00:00:00.000,Transfer,Cat,Unknown,2 years,Domestic Shorthair Mix,Blue,Snr
A844147,,2021-10-18T19:20:00.000,2021-10-18T19:20:00.000,2021-08-21T00:00:00.000,Adoption,Dog,Neutered Male,1 month,Chihuahua Shorthair Mix,Tan,
A844427,,2021-10-18T18:57:00.000,2021-10-18T18:57:00.000,2021-08-24T00:00:00.000,Transfer,Cat,Intact Male,1 month,Domestic Shorthair,Black,Partner
A842426,*Archimedes,2021-10-18T18:57:00.000,2021-10-18T18:57:00.000,2019-09-15T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Beagle Mix,Black/Tricolor,
A841352,*Zivah,2021-10-18T18:45:00.000,2021-10-18T18:45:00.000,2021-08-23T00:00:00.000,Adoption,Dog,Spayed Female,1 month,German Shepherd/Labrador Retriever,Brown/Black,
A844145,,2021-10-18T18:39:00.000,2021-10-18T18:39:00.000,2019-10-12T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan/White,
A843692,Jerry,2021-10-18T18:21:00.000,2021-10-18T18:21:00.000,2021-07-21T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby/White,
A842113,Cudi,2021-10-18T18:16:00.000,2021-10-18T18:16:00.000,2021-08-09T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby,
A843602,Lyra,2021-10-18T18:05:00.000,2021-10-18T18:05:00.000,2021-07-20T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair,Torbie/White,
A844551,Myla,2021-10-18T18:02:00.000,2021-10-18T18:02:00.000,2018-10-17T00:00:00.000,Return to Owner,Dog,Intact Female,3 years,Beagle Mix,Black/Brown,
A838947,*Cattabus,2021-10-18T17:58:00.000,2021-10-18T17:58:00.000,2021-03-14T00:00:00.000,Adoption,Cat,Neutered Male,7 months,Bengal Mix,Brown Tabby,
A844412,Soju,2021-10-18T17:53:00.000,2021-10-18T17:53:00.000,2021-03-14T00:00:00.000,Adoption,Cat,Neutered Male,7 months,Snowshoe,Seal Point/White,
A844146,Puma,2021-10-18T17:45:00.000,2021-10-18T17:45:00.000,2020-12-12T00:00:00.000,Adoption,Dog,Neutered Male,10 months,Labrador Retriever/Pit Bull,Tan/White,
A775843,Puma,2021-10-18T17:43:00.000,2021-10-18T17:43:00.000,2016-07-05T00:00:00.000,Return to Owner,Dog,Neutered Male,5 years,German Shepherd Mix,White/Tan,
A844553,Lobo,2021-10-18T17:43:00.000,2021-10-18T17:43:00.000,2016-10-17T00:00:00.000,Return to Owner,Dog,Intact Male,5 years,German Shepherd,Black/Brown,
A843928,Aria,2021-10-18T17:42:00.000,2021-10-18T17:42:00.000,2021-05-08T00:00:00.000,Adoption,Dog,Spayed Female,5 months,Pit Bull,Gray/White,
A841349,Luna,2021-10-18T17:30:00.000,2021-10-18T17:30:00.000,2021-08-23T00:00:00.000,Adoption,Dog,Spayed Female,1 month,German Shepherd/Labrador Retriever,Brown/Black,
A841354,*Zuma,2021-10-18T17:30:00.000,2021-10-18T17:30:00.000,2021-08-23T00:00:00.000,Adoption,Dog,Spayed Female,1 month,German Shepherd/Labrador Retriever,Brown/Black,
A841348,Lola,2021-10-18T17:30:00.000,2021-10-18T17:30:00.000,2021-08-23T00:00:00.000,Adoption,Dog,Spayed Female,1 month,German Shepherd/Labrador Retriever,Brown/Black,
A818418,Roxy,2021-10-18T17:13:00.000,2021-10-18T17:13:00.000,2015-06-08T00:00:00.000,Return to Owner,Dog,Spayed Female,6 years,German Shepherd Mix,Brown/Black,
A842602,Athena,2021-10-18T17:05:00.000,2021-10-18T17:05:00.000,2021-02-18T00:00:00.000,Adoption,Dog,Spayed Female,7 months,Belgian Malinois Mix,Brown,
A841350,*Zephyr,2021-10-18T17:04:00.000,2021-10-18T17:04:00.000,2021-08-23T00:00:00.000,Adoption,Dog,Spayed Female,1 month,German Shepherd/Labrador Retriever,Brown/Black,
A844399,Gary Oldman,2021-10-18T16:55:00.000,2021-10-18T16:55:00.000,2007-10-15T00:00:00.000,Adoption,Cat,Neutered Male,14 years,Domestic Shorthair,Orange Tabby,
A844405,Bluebell,2021-10-18T16:55:00.000,2021-10-18T16:55:00.000,2012-10-15T00:00:00.000,Adoption,Cat,Neutered Male,9 years,Domestic Shorthair,Cream Tabby,
A844336,Bam Bam,2021-10-18T16:49:00.000,2021-10-18T16:49:00.000,2019-10-15T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Shih Tzu Mix,Black/White,
A843664,Aurora,2021-10-18T16:42:00.000,2021-10-18T16:42:00.000,2021-02-11T00:00:00.000,Adoption,Dog,Spayed Female,8 months,Catahoula,Blue Merle/White,
A844240,King,2021-10-18T16:41:00.000,2021-10-18T16:41:00.000,2021-02-13T00:00:00.000,Adoption,Dog,Neutered Male,8 months,Anatol Shepherd,Tan/Black,
A844000,Cali,2021-10-18T16:38:00.000,2021-10-18T16:38:00.000,2021-02-10T00:00:00.000,Rto-Adopt,Dog,Spayed Female,8 months,Pit Bull/Boxer,Tan/White,
A844051,Poe,2021-10-18T16:27:00.000,2021-10-18T16:27:00.000,2021-04-11T00:00:00.000,Adoption,Cat,Neutered Male,6 months,Domestic Shorthair,Black,
A844052,Indy,2021-10-18T16:26:00.000,2021-10-18T16:26:00.000,2021-04-11T00:00:00.000,Adoption,Cat,Neutered Male,6 months,Domestic Shorthair,Black/White,
A839229,Autumn,2021-10-18T16:24:00.000,2021-10-18T16:24:00.000,2021-07-17T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair,Tortie,
A841351,*Zelda,2021-10-18T16:17:00.000,2021-10-18T16:17:00.000,2021-08-23T00:00:00.000,Adoption,Dog,Neutered Male,1 month,German Shepherd/Labrador Retriever,Brown/Black,
A836307,*Cranberry,2021-10-18T16:14:00.000,2021-10-18T16:14:00.000,2021-04-15T00:00:00.000,Adoption,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Black,
A670017,Saber,2021-10-18T16:11:00.000,2021-10-18T16:11:00.000,2013-03-31T00:00:00.000,Return to Owner,Dog,Neutered Male,8 years,Pit Bull Mix,Brown Brindle/White,
A841353,*Zsa Zsa,2021-10-18T16:08:00.000,2021-10-18T16:08:00.000,2021-08-23T00:00:00.000,Adoption,Dog,Spayed Female,1 month,German Shepherd/Labrador Retriever,Brown/Black,
A844310,Lucky,2021-10-18T15:58:00.000,2021-10-18T15:58:00.000,2007-10-15T00:00:00.000,Rto-Adopt,Cat,Neutered Male,14 years,Domestic Shorthair,Orange Tabby/White,
A844555,Indie,2021-10-18T15:35:00.000,2021-10-18T15:35:00.000,2018-10-17T00:00:00.000,Return to Owner,Dog,Spayed Female,3 years,Pit Bull Mix,Black,
A844651,Midnight,2021-10-18T15:33:00.000,2021-10-18T15:33:00.000,2021-08-18T00:00:00.000,Euthanasia,Cat,Unknown,1 month,Domestic Shorthair Mix,Black,Suffering
A842111,Captain,2021-10-18T15:14:00.000,2021-10-18T15:14:00.000,2020-03-09T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Labrador Retriever,Black,
A844286,A844286,2021-10-18T13:20:00.000,2021-10-18T13:20:00.000,2019-10-14T00:00:00.000,Transfer,Dog,Intact Female,2 years,Yorkshire Terrier/Border Terrier,Tan,Partner
A844174,,2021-10-18T13:19:00.000,2021-10-18T13:19:00.000,2021-05-29T00:00:00.000,Transfer,Dog,Intact Female,4 months,Cairn Terrier,White/Black,Partner
A844304,Scooby,2021-10-18T13:01:00.000,2021-10-18T13:01:00.000,2007-04-14T00:00:00.000,Return to Owner,Dog,Neutered Male,14 years,Chihuahua Shorthair,Brown/Tan,
A842910,*Jello,2021-10-18T12:08:00.000,2021-10-18T12:08:00.000,2018-09-23T00:00:00.000,Adoption,Dog,Neutered Male,3 years,Great Pyrenees/Labrador Retriever,White,
A844268,Magic,2021-10-18T11:12:00.000,2021-10-18T11:12:00.000,2020-04-14T00:00:00.000,Transfer,Dog,Intact Female,1 year,Cairn Terrier Mix,Black/White,Partner
A717165,Quincy,2021-10-18T11:08:00.000,2021-10-18T11:08:00.000,2011-12-03T00:00:00.000,Adoption,Dog,Neutered Male,9 years,Australian Cattle Dog Mix,Red/White,Foster
A844508,,2021-10-18T10:08:00.000,2021-10-18T10:08:00.000,2019-10-16T00:00:00.000,Euthanasia,Other,Unknown,2 years,Bat,Brown,Rabies Risk
A844564,,2021-10-18T10:07:00.000,2021-10-18T10:07:00.000,2021-02-17T00:00:00.000,Euthanasia,Other,Unknown,7 months,Raccoon,Gray/Black,Rabies Risk
A843888,*Nana,2021-10-18T08:21:00.000,2021-10-18T08:21:00.000,2021-09-01T00:00:00.000,Transfer,Dog,Intact Female,1 month,Australian Shepherd Mix,Tan/White,Partner
A843887,*Ashley,2021-10-18T08:20:00.000,2021-10-18T08:20:00.000,2021-09-01T00:00:00.000,Transfer,Dog,Intact Female,1 month,Australian Shepherd Mix,Tan/White,Partner
A844279,,2021-10-17T19:32:00.000,2021-10-17T19:32:00.000,2020-10-14T00:00:00.000,Euthanasia,Other,Unknown,1 year,Raccoon,Black/Gray,Rabies Risk
A844129,,2021-10-17T18:55:00.000,2021-10-17T18:55:00.000,2021-09-02T00:00:00.000,Adoption,Cat,Intact Female,1 month,Domestic Medium Hair,Tortie,
A844439,Zilla,2021-10-17T16:33:00.000,2021-10-17T16:33:00.000,2014-01-16T00:00:00.000,Return to Owner,Dog,Intact Female,7 years,Australian Cattle Dog/Collie Smooth,Black/White,
A844149,*Nimbus,2021-10-17T16:32:00.000,2021-10-17T16:32:00.000,2019-10-12T00:00:00.000,Adoption,Other,Intact Male,2 years,Rabbit Sh,White/Brown,
A844562,Red,2021-10-17T15:16:00.000,2021-10-17T15:16:00.000,2009-10-17T00:00:00.000,Return to Owner,Dog,Neutered Male,12 years,Labrador Retriever,Red/Brown,
A843253,Molly,2021-10-17T15:10:00.000,2021-10-17T15:10:00.000,2019-09-28T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Pit Bull,Tan/White,
A844192,Fluffy,2021-10-17T14:32:00.000,2021-10-17T14:32:00.000,2020-04-13T00:00:00.000,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico,
A843920,,2021-10-17T13:47:00.000,2021-10-17T13:47:00.000,2021-07-24T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Medium Hair,Black/White,
A843534,*Puck,2021-10-17T13:25:00.000,2021-10-17T13:25:00.000,2019-04-02T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Labrador Retriever Mix,Brown,
A844204,,2021-10-17T12:23:00.000,2021-10-17T12:23:00.000,2021-06-28T00:00:00.000,Transfer,Dog,Intact Male,3 months,Cocker Spaniel/Border Collie,Tan,Partner
A844277,A844277,2021-10-17T12:18:00.000,2021-10-17T12:18:00.000,2019-10-14T00:00:00.000,Return to Owner,Cat,Intact Male,2 years,Domestic Medium Hair,Black,
A843375,Lucci,2021-10-17T11:48:00.000,2021-10-17T11:48:00.000,2020-12-30T00:00:00.000,Adoption,Dog,Spayed Female,9 months,Plott Hound,Brown Tiger/White,
A750451,Pancake,2021-10-17T11:29:00.000,2021-10-17T11:29:00.000,2017-04-12T00:00:00.000,Adoption,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Cream Tabby,
A843287,A843287,2021-10-17T11:22:00.000,2021-10-17T11:22:00.000,2019-09-29T00:00:00.000,Transfer,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby,Snr
A842473,Bear,2021-10-17T11:13:00.000,2021-10-17T11:13:00.000,2016-10-05T00:00:00.000,Adoption,Dog,Neutered Male,5 years,German Shepherd Mix,Brown/Black,
A844097,Mila,2021-10-17T11:05:00.000,2021-10-17T11:05:00.000,2020-10-12T00:00:00.000,Euthanasia,Dog,Intact Female,1 year,Pit Bull,Tan,Aggressive
A844428,,2021-10-17T11:00:00.000,2021-10-17T11:00:00.000,2019-10-15T00:00:00.000,Euthanasia,Other,Unknown,2 years,Bat,Brown,Rabies Risk
A844478,,2021-10-17T10:59:00.000,2021-10-17T10:59:00.000,2019-10-16T00:00:00.000,Euthanasia,Other,Unknown,2 years,Bat,Brown,Rabies Risk
A843562,,2021-10-17T10:26:00.000,2021-10-17T10:26:00.000,2020-10-03T00:00:00.000,,Cat,Intact Female,NULL,Domestic Shorthair,Black,
A841281,Dr. King Shultz,2021-10-16T19:14:00.000,2021-10-16T19:14:00.000,2020-10-25T00:00:00.000,Adoption,Dog,Neutered Male,11 months,Pit Bull Mix,Brown/White,
A844448,Jackson,2021-10-16T18:57:00.000,2021-10-16T18:57:00.000,2019-10-16T00:00:00.000,Return to Owner,Dog,Intact Male,2 years,Flat Coat Retriever Mix,Brown/Black,
A844276,,2021-10-16T18:21:00.000,2021-10-16T18:21:00.000,2021-09-14T00:00:00.000,Transfer,Cat,Intact Male,4 weeks,Domestic Shorthair,Black/White,Partner
A844525,A844525,2021-10-16T18:18:00.000,2021-10-16T18:18:00.000,2021-10-09T00:00:00.000,Transfer,Cat,Unknown,1 week,Domestic Shorthair,Black,Partner
A842418,*Slim Jim,2021-10-16T17:45:00.000,2021-10-16T17:45:00.000,2019-09-15T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Australian Kelpie Mix,Black/Brown Brindle,
A844485,Emma,2021-10-16T17:41:00.000,2021-10-16T17:41:00.000,2017-10-16T00:00:00.000,Return to Owner,Dog,Intact Female,4 years,Old English Sheepdog Mix,Gray/White,
A840130,*Beacon,2021-10-16T17:18:00.000,2021-10-16T17:18:00.000,2021-01-02T00:00:00.000,Adoption,Dog,Neutered Male,9 months,Great Pyrenees,White,
A841034,*Thundermuffin,2021-10-16T16:31:00.000,2021-10-16T16:31:00.000,2015-08-19T00:00:00.000,Adoption,Cat,Neutered Male,6 years,Domestic Medium Hair,Orange Tabby,
A842702,A842702,2021-10-16T16:16:00.000,2021-10-16T16:16:00.000,2021-07-08T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby/White,
A843006,*Baby Blue,2021-10-16T16:13:00.000,2021-10-16T16:13:00.000,2021-08-24T00:00:00.000,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue,Partner
A843412,A843412,2021-10-16T16:04:00.000,2021-10-16T16:04:00.000,2021-06-30T00:00:00.000,Transfer,Cat,Intact Male,3 months,Domestic Shorthair,Blue,Partner
A843914,A843914,2021-10-16T15:34:00.000,2021-10-16T15:34:00.000,2015-10-08T00:00:00.000,Transfer,Cat,Neutered Male,6 years,Domestic Shorthair,Brown Tabby,Snr
A842701,A842701,2021-10-16T15:26:00.000,2021-10-16T15:26:00.000,2021-07-08T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby/White,
A774838,,2021-10-16T15:15:00.000,2021-10-16T15:15:00.000,2017-06-20T00:00:00.000,Euthanasia,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Blue/White,Suffering
A844409,A844409,2021-10-16T14:43:00.000,2021-10-16T14:43:00.000,2020-10-15T00:00:00.000,Return to Owner,Dog,Intact Female,1 year,Pug,Fawn/Black,
A844408,*Franz,2021-10-16T14:42:00.000,2021-10-16T14:42:00.000,2021-01-15T00:00:00.000,Return to Owner,Dog,Intact Male,9 months,Rottweiler,Black/Brown,
A844407,*Hans,2021-10-16T14:41:00.000,2021-10-16T14:41:00.000,2021-01-15T00:00:00.000,Return to Owner,Dog,Intact Male,9 months,Rottweiler,Black/Brown,
A844099,Hanna,2021-10-16T13:27:00.000,2021-10-16T13:27:00.000,2014-01-12T00:00:00.000,Adoption,Cat,Spayed Female,7 years,Domestic Shorthair,Blue/White,
A843804,*Mavis,2021-10-16T13:19:00.000,2021-10-16T13:19:00.000,2021-03-06T00:00:00.000,Adoption,Cat,Spayed Female,7 months,Domestic Medium Hair Mix,Black,
A843797,Ralphie,2021-10-16T12:47:00.000,2021-10-16T12:47:00.000,2019-10-06T00:00:00.000,Return to Owner,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby,
